/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 66.46it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 69.74it/s]
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[alfworld:grpo:qwen3_1b7] step 52/150 loss=-0.0000 reward=0.022 gate=0.531 opsd=2.2812 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 53/150 loss=-0.0220 reward=0.014 gate=0.719 opsd=1.5625 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 54/150 loss=0.0430 reward=0.009 gate=0.750 opsd=0.9961 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 55/150 loss=-0.0000 reward=0.000 gate=1.000 opsd=1.0234 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 56/150 loss=-0.0000 reward=0.016 gate=0.750 opsd=1.7031 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 57/150 loss=0.0410 reward=0.007 gate=0.688 opsd=1.0625 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 58/150 loss=0.0160 reward=0.003 gate=0.719 opsd=0.8867 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 59/150 loss=-0.0391 reward=0.015 gate=0.750 opsd=0.9062 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 60/150 loss=-0.0225 reward=0.009 gate=0.406 opsd=0.1328 wall=3.8s
[alfworld:grpo:qwen3_1b7] step 61/150 loss=-0.0210 reward=0.002 gate=0.562 opsd=0.2637 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 62/150 loss=0.0188 reward=0.009 gate=0.750 opsd=0.3105 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 63/150 loss=-0.0000 reward=0.016 gate=0.719 opsd=0.6797 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 64/150 loss=-0.0195 reward=0.019 gate=0.500 opsd=0.5938 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 65/150 loss=-0.0308 reward=0.027 gate=0.969 opsd=2.4219 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 66/150 loss=-0.0000 reward=0.016 gate=0.969 opsd=2.7188 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 67/150 loss=0.0684 reward=0.005 gate=0.969 opsd=2.5156 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 68/150 loss=0.0771 reward=0.011 gate=1.000 opsd=3.7812 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 69/150 loss=0.0203 reward=0.020 gate=0.656 opsd=1.0703 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 70/150 loss=0.0410 reward=0.003 gate=0.312 opsd=0.1611 wall=3.8s
[alfworld:grpo:qwen3_1b7] step 71/150 loss=0.0688 reward=0.020 gate=0.906 opsd=1.1953 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 72/150 loss=0.1631 reward=0.014 gate=1.000 opsd=3.8906 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 73/150 loss=-0.0000 reward=0.000 gate=1.000 opsd=3.2656 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 74/150 loss=-0.0000 reward=0.009 gate=1.000 opsd=3.6719 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 75/150 loss=0.0679 reward=0.005 gate=0.969 opsd=3.7500 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 76/150 loss=-0.0171 reward=0.022 gate=0.844 opsd=2.2188 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 77/150 loss=-0.0000 reward=0.016 gate=1.000 opsd=2.3125 wall=3.8s
[alfworld:grpo:qwen3_1b7] step 78/150 loss=-0.0417 reward=0.005 gate=0.875 opsd=2.4531 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 79/150 loss=0.0378 reward=0.004 gate=0.938 opsd=2.4219 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 80/150 loss=0.0479 reward=0.018 gate=0.531 opsd=1.1016 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 81/150 loss=0.0481 reward=0.004 gate=0.469 opsd=1.6719 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 82/150 loss=-0.0308 reward=0.001 gate=0.969 opsd=4.5000 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 83/150 loss=0.0019 reward=0.009 gate=1.000 opsd=4.1562 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 84/150 loss=0.0305 reward=0.016 gate=0.969 opsd=4.8750 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 85/150 loss=-0.0000 reward=0.010 gate=1.000 opsd=2.4062 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 86/150 loss=-0.0000 reward=0.000 gate=1.000 opsd=3.9688 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 87/150 loss=-0.0703 reward=0.014 gate=0.875 opsd=3.5312 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 88/150 loss=-0.0000 reward=0.000 gate=0.531 opsd=2.3750 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 89/150 loss=0.0178 reward=0.015 gate=0.344 opsd=1.5703 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 90/150 loss=-0.0190 reward=0.005 gate=0.719 opsd=3.0469 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 91/150 loss=0.0505 reward=0.015 gate=0.656 opsd=1.9062 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 92/150 loss=-0.0337 reward=0.006 gate=0.844 opsd=2.8125 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 93/150 loss=-0.0308 reward=0.014 gate=0.750 opsd=3.0938 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 94/150 loss=-0.0292 reward=0.008 gate=0.781 opsd=1.8750 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 95/150 loss=-0.0000 reward=0.013 gate=0.812 opsd=3.1094 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 96/150 loss=0.0576 reward=0.012 gate=1.000 opsd=2.3281 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 97/150 loss=-0.0684 reward=0.007 gate=0.844 opsd=2.6250 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 98/150 loss=-0.0469 reward=0.003 gate=0.625 opsd=2.3594 wall=3.5s
[alfworld:grpo:qwen3_1b7] step 99/150 loss=-0.0000 reward=0.010 gate=0.562 opsd=0.6445 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 100/150 loss=0.0708 reward=0.009 gate=0.469 opsd=1.3594 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 101/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=1.7734 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 102/150 loss=0.0679 reward=0.019 gate=0.750 opsd=1.9844 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 103/150 loss=0.0349 reward=0.026 gate=0.906 opsd=1.7344 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 104/150 loss=0.0520 reward=0.011 gate=0.438 opsd=0.6055 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 105/150 loss=-0.0420 reward=0.013 gate=0.469 opsd=1.1406 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 106/150 loss=-0.0000 reward=0.010 gate=1.000 opsd=2.2344 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 107/150 loss=0.0232 reward=0.003 gate=1.000 opsd=3.0312 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 108/150 loss=0.0078 reward=0.008 gate=0.562 opsd=1.4844 wall=3.8s
[alfworld:grpo:qwen3_1b7] step 109/150 loss=-0.0000 reward=0.000 gate=0.250 opsd=1.2188 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 110/150 loss=0.0400 reward=0.019 gate=0.875 opsd=3.0156 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 111/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=2.9375 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 112/150 loss=-0.0176 reward=0.011 gate=0.969 opsd=1.8906 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 113/150 loss=-0.0000 reward=0.000 gate=1.000 opsd=2.5469 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 114/150 loss=-0.0454 reward=0.002 gate=0.906 opsd=2.6406 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 115/150 loss=-0.0000 reward=0.010 gate=0.750 opsd=1.9297 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 116/150 loss=-0.0254 reward=0.002 gate=0.719 opsd=3.1094 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 117/150 loss=0.0381 reward=0.021 gate=0.531 opsd=0.5742 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 118/150 loss=-0.0957 reward=0.017 gate=0.688 opsd=0.5625 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 119/150 loss=0.0155 reward=0.014 gate=0.500 opsd=0.8594 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 120/150 loss=0.0088 reward=0.005 gate=0.969 opsd=1.9219 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 121/150 loss=-0.0000 reward=0.009 gate=0.750 opsd=1.4531 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 122/150 loss=-0.0000 reward=0.013 gate=1.000 opsd=1.9844 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 123/150 loss=-0.0308 reward=0.017 gate=0.969 opsd=1.7578 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 124/150 loss=0.0221 reward=0.017 gate=1.000 opsd=2.5938 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 125/150 loss=-0.0588 reward=0.015 gate=0.656 opsd=0.5781 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 126/150 loss=0.0508 reward=0.011 gate=0.781 opsd=0.6602 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 127/150 loss=-0.0030 reward=0.015 gate=0.625 opsd=0.7969 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 128/150 loss=0.0087 reward=0.018 gate=0.281 opsd=0.3613 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 129/150 loss=-0.0114 reward=0.010 gate=0.625 opsd=0.2988 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 130/150 loss=-0.0000 reward=0.000 gate=1.000 opsd=1.3828 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 131/150 loss=-0.0132 reward=0.001 gate=1.000 opsd=1.1875 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 132/150 loss=0.0118 reward=0.002 gate=1.000 opsd=0.4980 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 133/150 loss=-0.0630 reward=0.007 gate=0.531 opsd=0.6953 wall=3.5s
[alfworld:grpo:qwen3_1b7] step 134/150 loss=-0.0308 reward=0.010 gate=0.594 opsd=0.5195 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 135/150 loss=0.0112 reward=0.016 gate=0.562 opsd=0.4062 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 136/150 loss=-0.0000 reward=0.000 gate=0.469 opsd=0.1543 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 137/150 loss=-0.0459 reward=0.003 gate=0.719 opsd=0.8164 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 138/150 loss=-0.0000 reward=0.010 gate=0.781 opsd=0.2109 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 139/150 loss=-0.0000 reward=0.000 gate=0.531 opsd=0.8594 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 140/150 loss=-0.0400 reward=0.005 gate=0.500 opsd=0.2148 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 141/150 loss=-0.0308 reward=0.012 gate=0.969 opsd=2.1250 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 142/150 loss=-0.0000 reward=0.013 gate=1.000 opsd=1.9297 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 143/150 loss=-0.0337 reward=0.015 gate=0.906 opsd=1.1328 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 144/150 loss=0.0090 reward=0.004 gate=1.000 opsd=1.4062 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 145/150 loss=-0.0000 reward=0.026 gate=0.156 opsd=0.2158 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 146/150 loss=-0.0020 reward=0.002 gate=0.125 opsd=0.1270 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 147/150 loss=0.0147 reward=0.023 gate=0.281 opsd=0.2695 wall=3.6s
[alfworld:grpo:qwen3_1b7] step 148/150 loss=-0.0000 reward=0.010 gate=0.531 opsd=0.3945 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 149/150 loss=-0.0103 reward=0.012 gate=0.500 opsd=0.3496 wall=3.7s
[alfworld:grpo:qwen3_1b7] step 150/150 loss=-0.0530 reward=0.003 gate=0.688 opsd=0.0708 wall=3.7s
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 43.05it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 43.49it/s]
Caching is incompatible with gradient checkpointing in Qwen2DecoderLayer. Setting `past_key_values=None`.
[alfworld:sdar:qwen2_5_3b] step 1/150 loss=0.0008 reward=0.046 gate=0.000 opsd=0.0000 wall=5.7s
[alfworld:sdar:qwen2_5_3b] step 2/150 loss=0.0255 reward=0.042 gate=0.438 opsd=0.0280 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 3/150 loss=0.1328 reward=0.027 gate=0.906 opsd=0.7617 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 4/150 loss=0.0747 reward=0.019 gate=0.094 opsd=0.1143 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 5/150 loss=0.0403 reward=0.013 gate=0.750 opsd=0.6680 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 6/150 loss=-0.0037 reward=0.026 gate=0.281 opsd=0.1973 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 7/150 loss=0.3184 reward=0.025 gate=0.031 opsd=0.0253 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 8/150 loss=0.0366 reward=0.038 gate=0.781 opsd=0.3066 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 9/150 loss=0.1416 reward=0.042 gate=0.656 opsd=1.0859 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 10/150 loss=0.1914 reward=0.026 gate=0.531 opsd=1.2969 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 11/150 loss=-0.0100 reward=0.032 gate=0.250 opsd=0.3242 wall=5.7s
[alfworld:sdar:qwen2_5_3b] step 12/150 loss=0.1084 reward=0.027 gate=0.438 opsd=0.9766 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 13/150 loss=-0.0125 reward=0.026 gate=0.188 opsd=0.1572 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 14/150 loss=0.0532 reward=0.027 gate=0.312 opsd=0.3789 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 15/150 loss=0.0515 reward=0.030 gate=0.125 opsd=0.0242 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 16/150 loss=-0.0028 reward=0.027 gate=0.250 opsd=0.0684 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 17/150 loss=0.0598 reward=0.025 gate=0.062 opsd=0.0713 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 18/150 loss=0.1621 reward=0.041 gate=0.844 opsd=0.7070 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 19/150 loss=0.0889 reward=0.029 gate=0.719 opsd=0.7695 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 20/150 loss=0.0972 reward=0.019 gate=0.750 opsd=0.9531 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 21/150 loss=0.0132 reward=0.035 gate=0.312 opsd=0.3535 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 22/150 loss=-0.0004 reward=0.033 gate=0.250 opsd=0.2637 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 23/150 loss=0.1592 reward=0.019 gate=0.531 opsd=1.1562 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 24/150 loss=0.2559 reward=0.032 gate=0.031 opsd=-0.0150 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 25/150 loss=0.0972 reward=0.037 gate=0.375 opsd=0.7695 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 26/150 loss=0.0444 reward=0.032 gate=0.344 opsd=0.5508 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 27/150 loss=0.0369 reward=0.009 gate=0.312 opsd=0.5156 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 28/150 loss=-0.0022 reward=0.027 gate=0.188 opsd=0.1455 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 29/150 loss=-0.0339 reward=0.035 gate=0.281 opsd=0.2471 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 30/150 loss=0.0413 reward=0.026 gate=0.281 opsd=0.3633 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 31/150 loss=-0.0320 reward=0.030 gate=0.406 opsd=0.4219 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 32/150 loss=0.0229 reward=0.031 gate=0.344 opsd=0.2500 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 33/150 loss=-0.0029 reward=0.026 gate=0.188 opsd=0.1777 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 34/150 loss=0.0166 reward=0.016 gate=0.281 opsd=0.3535 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 35/150 loss=-0.0025 reward=0.023 gate=0.219 opsd=0.1025 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 36/150 loss=0.1328 reward=0.011 gate=0.562 opsd=1.0703 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 37/150 loss=0.0215 reward=0.030 gate=0.219 opsd=0.2559 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 38/150 loss=0.1211 reward=0.021 gate=0.438 opsd=0.6602 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 39/150 loss=0.0952 reward=0.027 gate=0.375 opsd=0.6953 wall=5.2s
[alfworld:sdar:qwen2_5_3b] step 40/150 loss=0.0269 reward=0.024 gate=0.438 opsd=0.4785 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 41/150 loss=0.0391 reward=0.024 gate=0.219 opsd=0.5469 wall=5.2s
[alfworld:sdar:qwen2_5_3b] step 42/150 loss=0.0182 reward=0.021 gate=0.312 opsd=0.2910 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 43/150 loss=0.0366 reward=0.027 gate=0.188 opsd=0.2109 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 44/150 loss=0.1387 reward=0.039 gate=0.438 opsd=0.8516 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 45/150 loss=0.2988 reward=0.015 gate=0.031 opsd=-0.0126 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 46/150 loss=0.1699 reward=0.035 gate=0.531 opsd=1.2578 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 47/150 loss=0.0869 reward=0.027 gate=0.438 opsd=0.6250 wall=5.7s
[alfworld:sdar:qwen2_5_3b] step 48/150 loss=0.0713 reward=0.047 gate=0.312 opsd=0.3027 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 49/150 loss=0.0972 reward=0.020 gate=0.281 opsd=0.7305 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 50/150 loss=0.0474 reward=0.039 gate=0.219 opsd=0.4395 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 51/150 loss=0.0173 reward=0.008 gate=0.500 opsd=0.4531 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 52/150 loss=-0.0322 reward=0.034 gate=0.156 opsd=0.2412 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 53/150 loss=0.0146 reward=0.032 gate=0.406 opsd=0.4453 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 54/150 loss=0.0381 reward=0.026 gate=0.344 opsd=0.3379 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 55/150 loss=0.1108 reward=0.032 gate=0.531 opsd=0.5742 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 56/150 loss=0.2158 reward=0.037 gate=0.406 opsd=1.2734 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 57/150 loss=0.0293 reward=0.039 gate=0.531 opsd=0.6992 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 58/150 loss=0.0640 reward=0.025 gate=0.219 opsd=0.5586 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 59/150 loss=0.0042 reward=0.021 gate=0.312 opsd=0.2754 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 60/150 loss=-0.0300 reward=0.033 gate=0.406 opsd=0.3164 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 61/150 loss=-0.0566 reward=0.034 gate=0.250 opsd=0.1157 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 62/150 loss=-0.0176 reward=0.020 gate=0.469 opsd=0.4434 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 63/150 loss=0.0209 reward=0.029 gate=0.344 opsd=0.1079 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 64/150 loss=0.0084 reward=0.041 gate=0.219 opsd=0.1963 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 65/150 loss=0.2285 reward=0.027 gate=0.656 opsd=1.1719 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 66/150 loss=0.0811 reward=0.022 gate=0.719 opsd=1.4375 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 67/150 loss=-0.0295 reward=0.022 gate=0.438 opsd=0.3223 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 68/150 loss=0.0869 reward=0.018 gate=0.562 opsd=0.4863 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 69/150 loss=0.0398 reward=0.022 gate=0.719 opsd=0.9180 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 70/150 loss=-0.0298 reward=0.031 gate=0.562 opsd=0.7500 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 71/150 loss=0.0356 reward=0.030 gate=0.219 opsd=0.1641 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 72/150 loss=0.0879 reward=0.029 gate=0.156 opsd=0.3477 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 73/150 loss=0.2266 reward=0.032 gate=0.375 opsd=0.4141 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 74/150 loss=0.2295 reward=0.019 gate=0.844 opsd=2.2812 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 75/150 loss=-0.0059 reward=0.028 gate=0.406 opsd=0.6797 wall=5.8s
[alfworld:sdar:qwen2_5_3b] step 76/150 loss=0.0166 reward=0.024 gate=0.594 opsd=0.5625 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 77/150 loss=-0.0312 reward=0.030 gate=0.344 opsd=0.3652 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 78/150 loss=0.0444 reward=0.039 gate=0.312 opsd=0.6250 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 79/150 loss=-0.0405 reward=0.025 gate=0.219 opsd=0.1094 wall=5.8s
[alfworld:sdar:qwen2_5_3b] step 80/150 loss=-0.0005 reward=0.050 gate=0.219 opsd=0.3125 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 81/150 loss=0.1826 reward=0.033 gate=0.250 opsd=0.1680 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 82/150 loss=0.1689 reward=0.027 gate=0.688 opsd=1.3828 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 83/150 loss=0.0928 reward=0.023 gate=0.438 opsd=0.3906 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 84/150 loss=-0.0037 reward=0.039 gate=0.469 opsd=0.3301 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 85/150 loss=0.0640 reward=0.032 gate=0.375 opsd=0.6406 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 86/150 loss=0.0986 reward=0.040 gate=0.500 opsd=0.8477 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 87/150 loss=-0.0103 reward=0.035 gate=0.500 opsd=0.4258 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 88/150 loss=0.0141 reward=0.025 gate=0.375 opsd=0.1504 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 89/150 loss=2.5156 reward=0.017 gate=0.188 opsd=0.1011 wall=5.6s
[alfworld:sdar:qwen2_5_3b] step 90/150 loss=0.0227 reward=0.039 gate=0.469 opsd=0.5391 wall=5.8s
[alfworld:sdar:qwen2_5_3b] step 91/150 loss=0.0000 reward=0.038 gate=0.406 opsd=0.3496 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 92/150 loss=-0.0065 reward=0.025 gate=0.375 opsd=0.1387 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 93/150 loss=0.0176 reward=0.028 gate=0.594 opsd=0.7812 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 94/150 loss=-0.0181 reward=0.050 gate=0.500 opsd=0.6406 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 95/150 loss=0.0586 reward=0.039 gate=0.438 opsd=0.3848 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 96/150 loss=0.1226 reward=0.038 gate=0.406 opsd=0.3809 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 97/150 loss=0.0381 reward=0.018 gate=0.531 opsd=0.3652 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 98/150 loss=0.0259 reward=0.041 gate=0.469 opsd=0.8125 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 99/150 loss=0.0132 reward=0.022 gate=0.531 opsd=0.4727 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 100/150 loss=-0.0192 reward=0.014 gate=0.375 opsd=0.2285 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 101/150 loss=-0.0295 reward=0.039 gate=0.250 opsd=0.3887 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 102/150 loss=0.0801 reward=0.028 gate=0.219 opsd=0.0210 wall=5.7s
[alfworld:sdar:qwen2_5_3b] step 103/150 loss=0.0728 reward=0.046 gate=0.531 opsd=0.5391 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 104/150 loss=-0.0051 reward=0.037 gate=0.594 opsd=0.6133 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 105/150 loss=-0.0376 reward=0.042 gate=0.219 opsd=0.2480 wall=5.4s
[alfworld:sdar:qwen2_5_3b] step 106/150 loss=-0.0332 reward=0.040 gate=0.344 opsd=0.1816 wall=5.5s
[alfworld:sdar:qwen2_5_3b] step 107/150 loss=0.0483 reward=0.035 gate=0.406 opsd=0.1602 wall=5.3s
[alfworld:sdar:qwen2_5_3b] step 108/150 loss=0.0061 reward=0.030 gate=0.469 opsd=0.4551 wall=5.4s
