[search_qa:sdar:qwen2_5_3b] selected device=cuda:0
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.79it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.60it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.44it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.86it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.64it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.48it/s]
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[search_qa:grpo:qwen2_5_3b] step 42/150 loss=-0.0000 reward=0.000 gate=0.375 opsd=0.0432 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 43/150 loss=-0.0000 reward=0.000 gate=0.469 opsd=0.0742 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 44/150 loss=0.0030 reward=0.031 gate=0.281 opsd=0.0270 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 45/150 loss=-0.0000 reward=0.000 gate=0.250 opsd=0.0344 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 46/150 loss=-0.0226 reward=0.016 gate=0.219 opsd=0.0126 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 47/150 loss=-0.0000 reward=0.000 gate=0.219 opsd=0.0464 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 48/150 loss=-0.0233 reward=0.034 gate=0.281 opsd=0.0537 wall=5.5s
[search_qa:grpo:qwen2_5_3b] step 49/150 loss=0.2139 reward=0.078 gate=0.531 opsd=0.0879 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 50/150 loss=0.0040 reward=0.003 gate=0.625 opsd=0.1514 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 51/150 loss=-0.0000 reward=0.000 gate=0.688 opsd=0.2910 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 52/150 loss=0.0386 reward=0.071 gate=0.688 opsd=0.1611 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 53/150 loss=-0.0222 reward=0.024 gate=0.594 opsd=0.1318 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 54/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.4609 wall=5.3s
[search_qa:grpo:qwen2_5_3b] step 55/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.2734 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 56/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.3789 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 57/150 loss=0.0415 reward=0.027 gate=0.750 opsd=0.2930 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 58/150 loss=0.0126 reward=0.020 gate=0.781 opsd=0.4238 wall=5.3s
[search_qa:grpo:qwen2_5_3b] step 59/150 loss=-0.0166 reward=0.016 gate=0.344 opsd=0.0933 wall=4.8s
[search_qa:grpo:qwen2_5_3b] step 60/150 loss=-0.0000 reward=0.000 gate=0.438 opsd=0.0447 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 61/150 loss=-0.0059 reward=0.030 gate=0.656 opsd=0.0771 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 62/150 loss=-0.0000 reward=0.000 gate=0.406 opsd=0.0659 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 63/150 loss=-0.0000 reward=0.000 gate=0.344 opsd=0.0205 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 64/150 loss=-0.0083 reward=0.037 gate=0.531 opsd=0.0942 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 65/150 loss=-0.0000 reward=0.000 gate=0.469 opsd=0.0698 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 66/150 loss=-0.0000 reward=0.000 gate=0.438 opsd=0.0540 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 67/150 loss=-0.0000 reward=0.000 gate=0.375 opsd=0.0447 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 68/150 loss=-0.0000 reward=0.000 gate=0.375 opsd=0.0352 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 69/150 loss=-0.0101 reward=0.009 gate=0.344 opsd=0.0518 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 70/150 loss=0.0479 reward=0.038 gate=0.344 opsd=0.0825 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 71/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.5742 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 72/150 loss=-0.0000 reward=0.000 gate=0.812 opsd=1.1719 wall=4.8s
[search_qa:grpo:qwen2_5_3b] step 73/150 loss=-0.0000 reward=0.000 gate=0.938 opsd=0.6250 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 74/150 loss=-0.0000 reward=0.000 gate=0.938 opsd=0.5195 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 75/150 loss=-0.0000 reward=0.000 gate=0.844 opsd=0.9258 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 76/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.3242 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 77/150 loss=-0.0000 reward=0.000 gate=0.812 opsd=0.7812 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 78/150 loss=-0.0000 reward=0.000 gate=0.844 opsd=0.5820 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 79/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.5273 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 80/150 loss=-0.0000 reward=0.000 gate=0.812 opsd=0.7617 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 81/150 loss=-0.0226 reward=0.099 gate=0.750 opsd=0.2637 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 82/150 loss=0.0075 reward=0.018 gate=0.906 opsd=0.7695 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 83/150 loss=-0.0000 reward=0.016 gate=0.844 opsd=0.7383 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 84/150 loss=0.0581 reward=0.039 gate=0.625 opsd=0.7109 wall=6.0s
[search_qa:grpo:qwen2_5_3b] step 85/150 loss=0.0459 reward=0.025 gate=0.875 opsd=0.6680 wall=5.4s
[search_qa:grpo:qwen2_5_3b] step 86/150 loss=0.1060 reward=0.008 gate=0.844 opsd=0.6992 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 87/150 loss=0.0767 reward=0.035 gate=0.594 opsd=1.1562 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 88/150 loss=-0.0000 reward=0.000 gate=0.875 opsd=1.4922 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 89/150 loss=0.0095 reward=0.003 gate=0.844 opsd=0.5625 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 90/150 loss=0.0193 reward=0.003 gate=0.781 opsd=0.9531 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 91/150 loss=-0.0000 reward=0.000 gate=0.906 opsd=1.7031 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 92/150 loss=0.0845 reward=0.014 gate=0.625 opsd=1.3594 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 93/150 loss=0.0193 reward=0.015 gate=0.719 opsd=0.6055 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 94/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.6875 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 95/150 loss=0.0938 reward=0.022 gate=0.750 opsd=1.0781 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 96/150 loss=-0.0145 reward=0.014 gate=0.781 opsd=0.7617 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 97/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=0.6016 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 98/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=0.8711 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 99/150 loss=0.0469 reward=0.003 gate=0.562 opsd=0.7070 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 100/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.5000 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 101/150 loss=0.0238 reward=0.031 gate=0.594 opsd=0.2812 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 102/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=0.1406 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 103/150 loss=0.0006 reward=0.010 gate=0.656 opsd=0.1885 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 104/150 loss=-0.0000 reward=0.000 gate=0.812 opsd=0.3164 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 105/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.1582 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 106/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.1963 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 107/150 loss=-0.0000 reward=0.000 gate=0.562 opsd=0.2168 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 108/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.4141 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 109/150 loss=0.0674 reward=0.051 gate=0.719 opsd=0.1787 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 110/150 loss=-0.0000 reward=0.000 gate=0.844 opsd=0.3047 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 111/150 loss=-0.0000 reward=0.000 gate=0.875 opsd=0.3086 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 112/150 loss=0.0908 reward=0.022 gate=0.781 opsd=0.4375 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 113/150 loss=0.0164 reward=0.011 gate=0.875 opsd=0.4258 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 114/150 loss=-0.0000 reward=0.000 gate=0.906 opsd=0.3555 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 115/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.9219 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 116/150 loss=-0.0145 reward=0.026 gate=0.688 opsd=0.4102 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 117/150 loss=0.0023 reward=0.004 gate=0.250 opsd=0.1289 wall=5.4s
[search_qa:grpo:qwen2_5_3b] step 118/150 loss=-0.0000 reward=0.000 gate=0.344 opsd=0.0198 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 119/150 loss=0.0295 reward=0.013 gate=0.406 opsd=0.0364 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 120/150 loss=0.0294 reward=0.003 gate=0.375 opsd=0.2656 wall=4.8s
[search_qa:grpo:qwen2_5_3b] step 121/150 loss=-0.0000 reward=0.000 gate=0.531 opsd=0.4727 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 122/150 loss=-0.0000 reward=0.000 gate=0.719 opsd=0.5430 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 123/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.4316 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 124/150 loss=-0.0083 reward=0.008 gate=0.438 opsd=0.4297 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 125/150 loss=0.0459 reward=0.046 gate=0.688 opsd=1.8281 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 126/150 loss=-0.0000 reward=0.000 gate=0.562 opsd=2.0469 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 127/150 loss=-0.0000 reward=0.000 gate=0.500 opsd=0.8477 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 128/150 loss=-0.0000 reward=0.000 gate=0.656 opsd=1.0391 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 129/150 loss=-0.0000 reward=0.000 gate=0.469 opsd=1.3828 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 130/150 loss=0.0398 reward=0.029 gate=0.844 opsd=2.2812 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 131/150 loss=-0.0000 reward=0.000 gate=0.344 opsd=1.4297 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 132/150 loss=-0.0000 reward=0.000 gate=0.406 opsd=0.7070 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 133/150 loss=0.0228 reward=0.003 gate=0.344 opsd=0.5586 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 134/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.8008 wall=5.4s
[search_qa:grpo:qwen2_5_3b] step 135/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.4434 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 136/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=1.6797 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 137/150 loss=-0.0000 reward=0.000 gate=0.312 opsd=0.3125 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 138/150 loss=-0.0000 reward=0.000 gate=0.375 opsd=1.2422 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 139/150 loss=-0.0000 reward=0.000 gate=0.406 opsd=1.1875 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 140/150 loss=-0.0000 reward=0.000 gate=0.719 opsd=0.7500 wall=5.3s
[search_qa:grpo:qwen2_5_3b] step 141/150 loss=-0.0000 reward=0.000 gate=0.438 opsd=1.4062 wall=4.8s
[search_qa:grpo:qwen2_5_3b] step 142/150 loss=0.0288 reward=0.046 gate=0.469 opsd=1.2656 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 143/150 loss=-0.0000 reward=0.000 gate=0.344 opsd=0.6875 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 144/150 loss=-0.0000 reward=0.000 gate=0.500 opsd=1.3125 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 145/150 loss=0.0547 reward=0.051 gate=0.281 opsd=0.6641 wall=4.8s
[search_qa:grpo:qwen2_5_3b] step 146/150 loss=0.0591 reward=0.010 gate=0.750 opsd=1.3906 wall=5.1s
[search_qa:grpo:qwen2_5_3b] step 147/150 loss=-0.0000 reward=0.000 gate=0.688 opsd=0.8359 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 148/150 loss=-0.0000 reward=0.000 gate=0.562 opsd=0.8672 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 149/150 loss=0.0194 reward=0.022 gate=0.750 opsd=1.1094 wall=4.8s
[search_qa:grpo:qwen2_5_3b] step 150/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=1.0391 wall=4.3s
[search_qa:opsd:qwen3_1b7] selected device=cuda:0
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  2.56it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  4.42it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  2.59it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  4.48it/s]
Caching is incompatible with gradient checkpointing in Qwen3DecoderLayer. Setting `past_key_values=None`.
[search_qa:opsd:qwen3_1b7] step 1/150 loss=0.0000 reward=0.000 gate=0.000 opsd=0.0000 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 2/150 loss=-0.0049 reward=0.000 gate=0.000 opsd=-0.0049 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 3/150 loss=-0.0066 reward=0.120 gate=0.000 opsd=-0.0066 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 4/150 loss=-0.0047 reward=0.000 gate=0.000 opsd=-0.0047 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 5/150 loss=0.0046 reward=0.000 gate=0.250 opsd=0.0046 wall=4.4s
[search_qa:opsd:qwen3_1b7] step 6/150 loss=-0.0019 reward=0.000 gate=0.000 opsd=-0.0019 wall=4.0s
[search_qa:opsd:qwen3_1b7] step 7/150 loss=-0.0027 reward=0.000 gate=0.000 opsd=-0.0027 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 8/150 loss=-0.0022 reward=0.000 gate=0.000 opsd=-0.0022 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 9/150 loss=-0.0027 reward=0.000 gate=0.000 opsd=-0.0027 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 10/150 loss=-0.0020 reward=0.000 gate=0.000 opsd=-0.0020 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 11/150 loss=-0.0034 reward=0.000 gate=0.000 opsd=-0.0034 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 12/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 13/150 loss=-0.0036 reward=0.000 gate=0.000 opsd=-0.0036 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 14/150 loss=-0.0044 reward=0.000 gate=0.000 opsd=-0.0044 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 15/150 loss=-0.0021 reward=0.000 gate=0.000 opsd=-0.0021 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 16/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=4.0s
[search_qa:opsd:qwen3_1b7] step 17/150 loss=-0.0033 reward=0.000 gate=0.000 opsd=-0.0033 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 18/150 loss=-0.0029 reward=0.000 gate=0.000 opsd=-0.0029 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 19/150 loss=-0.0053 reward=0.000 gate=0.000 opsd=-0.0053 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 20/150 loss=-0.0023 reward=0.000 gate=0.000 opsd=-0.0023 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 21/150 loss=-0.0017 reward=0.000 gate=0.000 opsd=-0.0017 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 22/150 loss=-0.0021 reward=0.000 gate=0.000 opsd=-0.0021 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 23/150 loss=-0.0042 reward=0.000 gate=0.000 opsd=-0.0042 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 24/150 loss=-0.0010 reward=0.042 gate=0.000 opsd=-0.0010 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 25/150 loss=-0.0026 reward=0.000 gate=0.000 opsd=-0.0026 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 26/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 27/150 loss=-0.0046 reward=0.028 gate=0.000 opsd=-0.0046 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 28/150 loss=-0.0019 reward=0.000 gate=0.000 opsd=-0.0019 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 29/150 loss=-0.0026 reward=0.000 gate=0.000 opsd=-0.0026 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 30/150 loss=-0.0084 reward=0.000 gate=0.000 opsd=-0.0084 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 31/150 loss=-0.0051 reward=0.000 gate=0.000 opsd=-0.0051 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 32/150 loss=-0.0060 reward=0.000 gate=0.000 opsd=-0.0060 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 33/150 loss=-0.0027 reward=0.000 gate=0.000 opsd=-0.0027 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 34/150 loss=-0.0024 reward=0.000 gate=0.000 opsd=-0.0024 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 35/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 36/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.5s
[search_qa:opsd:qwen3_1b7] step 37/150 loss=-0.0038 reward=0.000 gate=0.000 opsd=-0.0038 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 38/150 loss=-0.0017 reward=0.000 gate=0.000 opsd=-0.0017 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 39/150 loss=-0.0041 reward=0.000 gate=0.000 opsd=-0.0041 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 40/150 loss=-0.0053 reward=0.000 gate=0.000 opsd=-0.0053 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 41/150 loss=-0.0046 reward=0.000 gate=0.000 opsd=-0.0046 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 42/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=4.0s
[search_qa:opsd:qwen3_1b7] step 43/150 loss=-0.0059 reward=0.000 gate=0.000 opsd=-0.0059 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 44/150 loss=-0.0042 reward=0.250 gate=0.000 opsd=-0.0042 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 45/150 loss=-0.0024 reward=0.000 gate=0.000 opsd=-0.0024 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 46/150 loss=-0.0055 reward=0.000 gate=0.000 opsd=-0.0055 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 47/150 loss=-0.0028 reward=0.000 gate=0.000 opsd=-0.0028 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 48/150 loss=-0.0036 reward=0.000 gate=0.000 opsd=-0.0036 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 49/150 loss=-0.0018 reward=0.000 gate=0.000 opsd=-0.0018 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 50/150 loss=-0.0018 reward=0.000 gate=0.000 opsd=-0.0018 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 51/150 loss=-0.0043 reward=0.000 gate=0.000 opsd=-0.0043 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 52/150 loss=-0.0035 reward=0.000 gate=0.000 opsd=-0.0035 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 53/150 loss=-0.0019 reward=0.013 gate=0.000 opsd=-0.0019 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 54/150 loss=-0.0030 reward=0.096 gate=0.000 opsd=-0.0030 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 55/150 loss=-0.0026 reward=0.000 gate=0.000 opsd=-0.0026 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 56/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 57/150 loss=-0.0019 reward=0.000 gate=0.000 opsd=-0.0019 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 58/150 loss=-0.0027 reward=0.000 gate=0.000 opsd=-0.0027 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 59/150 loss=-0.0046 reward=0.000 gate=0.000 opsd=-0.0046 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 60/150 loss=-0.0029 reward=0.000 gate=0.031 opsd=-0.0029 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 61/150 loss=-0.0030 reward=0.000 gate=0.000 opsd=-0.0030 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 62/150 loss=-0.0031 reward=0.000 gate=0.000 opsd=-0.0031 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 63/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 64/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 65/150 loss=-0.0017 reward=0.000 gate=0.000 opsd=-0.0017 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 66/150 loss=-0.0029 reward=0.000 gate=0.000 opsd=-0.0029 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 67/150 loss=-0.0021 reward=0.000 gate=0.000 opsd=-0.0021 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 68/150 loss=-0.0000 reward=0.000 gate=0.000 opsd=-0.0000 wall=4.4s
[search_qa:opsd:qwen3_1b7] step 69/150 loss=-0.0033 reward=0.000 gate=0.000 opsd=-0.0033 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 70/150 loss=-0.0038 reward=0.000 gate=0.000 opsd=-0.0038 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 71/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 72/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 73/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 74/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 75/150 loss=-0.0025 reward=0.000 gate=0.000 opsd=-0.0025 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 76/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 77/150 loss=-0.0015 reward=0.000 gate=0.000 opsd=-0.0015 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 78/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 79/150 loss=-0.0022 reward=0.000 gate=0.000 opsd=-0.0022 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 80/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 81/150 loss=-0.0023 reward=0.000 gate=0.000 opsd=-0.0023 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 82/150 loss=-0.0017 reward=0.000 gate=0.000 opsd=-0.0017 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 83/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 84/150 loss=0.0177 reward=0.000 gate=0.062 opsd=0.0177 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 85/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0014 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 86/150 loss=-0.0032 reward=0.000 gate=0.000 opsd=-0.0032 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 87/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 88/150 loss=-0.0021 reward=0.000 gate=0.000 opsd=-0.0021 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 89/150 loss=-0.0037 reward=0.000 gate=0.000 opsd=-0.0037 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 90/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 91/150 loss=-0.0026 reward=0.000 gate=0.000 opsd=-0.0026 wall=3.6s
